Ingredient,Rank,Degree,NumberOfCliques,Size of Largest Maximal Clique
ginger,91,16,6,14
fish,92,15,6,13
dark_chocolate,93,15,8,11
basil,94,15,2,15
cream_cheese,95,14,6,12
red_wine,96,14,6,12
honey,97,13,2,13
buttermilk,98,13,6,11
cream,99,13,3,12
chorizo,100,13,2,13
stock,101,13,4,12
shallot,102,11,2,11
pinto_bean,103,11,2,11
wine_vinegar,104,11,5,9
corn_oil,105,10,2,10
white_pepper,106,10,2,10
chili_powder,107,10,2,10
brown_sugar,108,10,4,7
salsa,109,10,2,10
nutmeg,110,10,4,9
cornmeal,111,9,4,8
sweet,112,9,2,9
black_olive,113,9,2,9
vegetable,114,9,4,8
tomato_sauce,115,9,2,9
spinach,116,9,2,9
beer,117,9,2,9
bread,118,9,2,9
tequila,119,9,5,7
pork_loin,120,9,2,9
pumpkin,121,8,2,8
pasta,122,8,3,7
rosemary,123,8,2,8
chilli,124,8,2,8
fillet,125,7,2,7
bean,126,7,2,7
hominy,127,7,1,8
canola_oil,128,7,2,7
coconut,129,7,2,7
walnut,130,7,2,7
margarine,131,7,4,6
mango,132,7,2,7
cucumber,133,7,2,7
cocoa_powder,134,6,2,6
garbanzo,135,6,2,6
soy_sauce,136,6,1,7
ham,137,6,2,6
clam,138,6,2,6
crabmeat,139,6,2,6
chive,140,6,2,6
lamb,141,6,2,6
vanilla_extract,142,6,1,7
rib,143,5,2,5
pear,144,5,2,5
flank_steak,145,5,2,5
meat,146,5,2,5
evaporated_milk,147,5,2,5
hot_chocolate,148,5,1,6
sour_orange,149,5,1,6
steak,150,5,1,6
sparerib,151,5,1,6
prune,152,5,2,5
syrup,153,5,2,5
pine_nut,154,5,1,6
red_snapper,155,5,2,5
vanilla_bean,156,4,1,5
saffron,157,4,1,5
juice,158,4,1,5
tomato_ketchup,159,4,1,5
condensed_milk,160,4,2,4
rum,161,4,1,5
tomato_juice,162,4,2,4
snapper,163,4,2,4
patty,164,4,1,5
goat_cheese,165,4,1,5
cauliflower,166,4,1,5
farmer's_cheese,167,3,1,4
squash,168,3,1,4
veal,169,3,2,3
sauce,170,3,1,4
corn_syrup,171,3,1,4
sirloin,172,3,2,3
grapefruit,173,3,1,4
brisket,174,3,2,3
white_bread,175,3,2,3
mozzarella,176,3,2,3
tortilla_chip,177,3,2,3
granulated_sugar,178,3,1,4
watercress,179,3,1,4
yogurt,180,2,1,3
mussel,181,2,1,3
coffee,182,2,1,3
hazelnut,183,2,1,3
roll,184,2,1,3
salmon,185,2,1,3
salt,186,2,1,3
oyster,187,2,1,3
brandy,188,2,1,3
wine,189,2,1,3
tart,190,2,1,3
white_rice,191,2,2,2
refried_beans,192,2,2,2
olive,193,2,2,2
salt_cod,194,2,1,3
mustard_greens,195,2,1,3
cherry tomato,196,2,1,3
lentil,197,2,1,3
garlic_salt,198,1,1,2
pork_tenderloin,199,1,1,2
tuna,200,1,1,2
duck,201,1,1,2
hot_pepper,202,1,1,2
strawberry,203,1,1,2
coconut_water,204,1,1,2
iceberg_lettuce,205,1,1,2
rabbit,206,1,1,2
white_bean,207,1,1,2
fava_bean,208,1,1,2
eggplant,209,1,1,2
squid,210,1,1,2
whipping_cream,211,1,1,2
almond_extract,212,1,1,2
sweet_potato,213,1,1,2
cider,214,1,1,2
molasses,215,1,1,2
sea_bass,216,1,1,2
pepper_sauce,217,1,1,2
grenadine,218,1,1,2
pomegranate,219,1,1,2
tarragon,220,1,1,2
peach,221,1,1,2
watermelon,222,1,1,2
sparkling_water,223,1,1,2
taco,224,1,1,2
grit,225,1,1,2
raspberry,226,1,1,2
vermicelli,227,1,1,2
yellow_squash,228,1,1,2
