Cuisine, Rank, Value
spanish,187,0.014286
spanish,188,0.014164
spanish,189,0.014164
spanish,190,0.014164
spanish,191,0.014164
spanish,192,0.013919
spanish,193,0.013919
spanish,194,0.013797
spanish,195,0.013797
spanish,196,0.013675
spanish,197,0.013675
spanish,198,0.013675
spanish,199,0.013675
spanish,200,0.013675
spanish,201,0.013553
spanish,202,0.013553
spanish,203,0.013553
spanish,204,0.013553
spanish,205,0.013431
spanish,206,0.013431
spanish,207,0.013187
spanish,208,0.013187
spanish,209,0.013065
spanish,210,0.013065
spanish,211,0.013065
spanish,212,0.012943
spanish,213,0.012943
spanish,214,0.012943
spanish,215,0.012943
spanish,216,0.012943
spanish,217,0.012821
spanish,218,0.012821
spanish,219,0.012821
spanish,220,0.012698
spanish,221,0.012698
spanish,222,0.012698
spanish,223,0.012698
spanish,224,0.012698
spanish,225,0.012576
spanish,226,0.012576
spanish,227,0.012576
spanish,228,0.012576
spanish,229,0.012576
spanish,230,0.012454
spanish,231,0.012454
spanish,232,0.012454
spanish,233,0.012454
spanish,234,0.012332
spanish,235,0.012332
spanish,236,0.012332
spanish,237,0.012332
spanish,238,0.012332
spanish,239,0.01221
spanish,240,0.01221
spanish,241,0.01221
spanish,242,0.012088
spanish,243,0.012088
spanish,244,0.012088
spanish,245,0.012088
spanish,246,0.011966
spanish,247,0.011966
spanish,248,0.011966
spanish,249,0.011966
spanish,250,0.011844
spanish,251,0.011844
spanish,252,0.011844
spanish,253,0.011844
spanish,254,0.011844
spanish,255,0.011844
spanish,256,0.011844
spanish,257,0.011722
spanish,258,0.011722
spanish,259,0.011722
spanish,260,0.011722
spanish,261,0.011722
spanish,262,0.0116
spanish,263,0.0116
spanish,264,0.0116
spanish,265,0.0116
spanish,266,0.0116
spanish,267,0.0116
spanish,268,0.0116
spanish,269,0.011477
spanish,270,0.011477
spanish,271,0.011355
spanish,272,0.011355
spanish,273,0.011355
spanish,274,0.011355
spanish,275,0.011233
spanish,276,0.011233
spanish,277,0.011233
spanish,278,0.011233
spanish,279,0.011233
spanish,280,0.011233
spanish,281,0.011233
spanish,282,0.011111
spanish,283,0.011111
spanish,284,0.011111
spanish,285,0.010989
spanish,286,0.010989
spanish,287,0.010867
spanish,288,0.010867
spanish,289,0.010867
spanish,290,0.010867
spanish,291,0.010745
spanish,292,0.010745
spanish,293,0.010745
spanish,294,0.010623
spanish,295,0.010623
spanish,296,0.010623
spanish,297,0.010623
spanish,298,0.010623
spanish,299,0.010623
spanish,300,0.010623
spanish,301,0.010501
spanish,302,0.010501
spanish,303,0.010379
spanish,304,0.010379
spanish,305,0.010379
spanish,306,0.010256
spanish,307,0.010256
spanish,308,0.010256
spanish,309,0.010256
spanish,310,0.010134
spanish,311,0.010134
spanish,312,0.010134
spanish,313,0.010134
spanish,314,0.010134
spanish,315,0.010134
spanish,316,0.010012
spanish,317,0.010012
spanish,318,0.010012
spanish,319,0.010012
spanish,320,0.010012
spanish,321,0.010012
spanish,322,0.0098901
spanish,323,0.0098901
spanish,324,0.0098901
spanish,325,0.0098901
spanish,326,0.0098901
spanish,327,0.0098901
spanish,328,0.009768
spanish,329,0.009768
spanish,330,0.009768
spanish,331,0.009768
spanish,332,0.009768
spanish,333,0.009768
spanish,334,0.009768
spanish,335,0.0096459
spanish,336,0.0096459
spanish,337,0.0096459
spanish,338,0.0096459
spanish,339,0.0096459
spanish,340,0.0095238
spanish,341,0.0095238
spanish,342,0.0095238
spanish,343,0.0095238
spanish,344,0.0095238
spanish,345,0.0095238
spanish,346,0.0095238
spanish,347,0.0095238
spanish,348,0.0095238
spanish,349,0.0094017
spanish,350,0.0094017
spanish,351,0.0094017
spanish,352,0.0094017
spanish,353,0.0094017
spanish,354,0.0094017
spanish,355,0.0092796
spanish,356,0.0092796
spanish,357,0.0092796
spanish,358,0.0092796
spanish,359,0.0092796
spanish,360,0.0091575
spanish,361,0.0091575
spanish,362,0.0091575
spanish,363,0.0091575
spanish,364,0.0091575
spanish,365,0.0091575
spanish,366,0.0091575
spanish,367,0.0091575
spanish,368,0.0091575
spanish,369,0.0091575
spanish,370,0.0090354
spanish,371,0.0090354
spanish,372,0.0090354
spanish,373,0.0090354
spanish,374,0.0090354
spanish,375,0.0090354
spanish,376,0.0089133
spanish,377,0.0089133
spanish,378,0.0087912
spanish,379,0.0087912
spanish,380,0.0087912
spanish,381,0.0087912
spanish,382,0.0087912
spanish,383,0.0086691
spanish,384,0.0086691
spanish,385,0.0086691
spanish,386,0.0086691
spanish,387,0.0086691
spanish,388,0.0086691
spanish,389,0.0086691
spanish,390,0.0086691
spanish,391,0.008547
spanish,392,0.008547
spanish,393,0.008547
spanish,394,0.008547
spanish,395,0.008547
spanish,396,0.008547
spanish,397,0.008547
spanish,398,0.008547
spanish,399,0.008547
spanish,400,0.008547
spanish,401,0.008547
spanish,402,0.008547
spanish,403,0.008547
spanish,404,0.0084249
spanish,405,0.0084249
spanish,406,0.0084249
spanish,407,0.0084249
spanish,408,0.0084249
spanish,409,0.0084249
spanish,410,0.0084249
spanish,411,0.0084249
spanish,412,0.0084249
spanish,413,0.0083028
spanish,414,0.0083028
spanish,415,0.0083028
spanish,416,0.0083028
spanish,417,0.0083028
spanish,418,0.0083028
spanish,419,0.0083028
spanish,420,0.0083028
spanish,421,0.0081807
spanish,422,0.0081807
spanish,423,0.0081807
spanish,424,0.0081807
spanish,425,0.0081807
spanish,426,0.0081807
spanish,427,0.0081807
spanish,428,0.0081807
spanish,429,0.0081807
spanish,430,0.0081807
spanish,431,0.0080586
spanish,432,0.0080586
spanish,433,0.0080586
spanish,434,0.0080586
spanish,435,0.0080586
spanish,436,0.0080586
spanish,437,0.0080586
spanish,438,0.0080586
spanish,439,0.0080586
spanish,440,0.0080586
spanish,441,0.0079365
spanish,442,0.0079365
spanish,443,0.0079365
spanish,444,0.0079365
spanish,445,0.0079365
spanish,446,0.0079365
spanish,447,0.0079365
spanish,448,0.0078144
spanish,449,0.0078144
spanish,450,0.0078144
spanish,451,0.0078144
spanish,452,0.0078144
spanish,453,0.0078144
spanish,454,0.0078144
spanish,455,0.0078144
spanish,456,0.0078144
spanish,457,0.0076923
spanish,458,0.0076923
spanish,459,0.0076923
spanish,460,0.0076923
spanish,461,0.0076923
spanish,462,0.0076923
spanish,463,0.0076923
spanish,464,0.0076923
spanish,465,0.0076923
spanish,466,0.0076923
spanish,467,0.0075702
spanish,468,0.0075702
spanish,469,0.0075702
spanish,470,0.0075702
spanish,471,0.0075702
spanish,472,0.0075702
spanish,473,0.0075702
spanish,474,0.0075702
spanish,475,0.0075702
spanish,476,0.0075702
spanish,477,0.0075702
spanish,478,0.0075702
spanish,479,0.0074481
spanish,480,0.0074481
spanish,481,0.0074481
spanish,482,0.0074481
spanish,483,0.0074481
spanish,484,0.0074481
spanish,485,0.0074481
spanish,486,0.0074481
spanish,487,0.0074481
spanish,488,0.0074481
spanish,489,0.0074481
spanish,490,0.0074481
spanish,491,0.007326
spanish,492,0.007326
spanish,493,0.007326
spanish,494,0.007326
spanish,495,0.007326
spanish,496,0.007326
spanish,497,0.007326
spanish,498,0.007326
spanish,499,0.007326
spanish,500,0.007326
spanish,501,0.007326
spanish,502,0.007326
spanish,503,0.007326
spanish,504,0.0072039
spanish,505,0.0072039
spanish,506,0.0072039
spanish,507,0.0072039
spanish,508,0.0072039
spanish,509,0.0072039
spanish,510,0.0072039
spanish,511,0.0072039
spanish,512,0.0072039
spanish,513,0.0072039
spanish,514,0.0072039
spanish,515,0.0072039
spanish,516,0.0072039
spanish,517,0.0072039
spanish,518,0.0072039
spanish,519,0.0070818
spanish,520,0.0070818
spanish,521,0.0070818
spanish,522,0.0070818
spanish,523,0.0070818
spanish,524,0.0070818
spanish,525,0.0070818
spanish,526,0.0070818
spanish,527,0.0069597
spanish,528,0.0069597
spanish,529,0.0069597
spanish,530,0.0069597
spanish,531,0.0069597
spanish,532,0.0069597
spanish,533,0.0069597
spanish,534,0.0069597
spanish,535,0.0069597
spanish,536,0.0069597
spanish,537,0.0069597
spanish,538,0.0068376
spanish,539,0.0068376
spanish,540,0.0068376
spanish,541,0.0068376
spanish,542,0.0068376
spanish,543,0.0068376
spanish,544,0.0068376
spanish,545,0.0068376
spanish,546,0.0068376
spanish,547,0.0068376
spanish,548,0.0068376
spanish,549,0.0068376
spanish,550,0.0068376
spanish,551,0.0067155
spanish,552,0.0067155
spanish,553,0.0067155
spanish,554,0.0067155
spanish,555,0.0067155
spanish,556,0.0067155
spanish,557,0.0067155
spanish,558,0.0067155
spanish,559,0.0067155
spanish,560,0.0067155
spanish,561,0.0067155
spanish,562,0.0067155
spanish,563,0.0067155
spanish,564,0.0065934
spanish,565,0.0065934
spanish,566,0.0065934
spanish,567,0.0065934
spanish,568,0.0065934
spanish,569,0.0065934
spanish,570,0.0065934
spanish,571,0.0065934
spanish,572,0.0064713
spanish,573,0.0064713
spanish,574,0.0064713
spanish,575,0.0064713
spanish,576,0.0064713
spanish,577,0.0064713
spanish,578,0.0064713
spanish,579,0.0064713
spanish,580,0.0064713
spanish,581,0.0064713
spanish,582,0.0064713
spanish,583,0.0064713
spanish,584,0.0064713
spanish,585,0.0064713
spanish,586,0.0064713
spanish,587,0.0064713
spanish,588,0.0064713
spanish,589,0.0064713
spanish,590,0.0064713
spanish,591,0.0064713
spanish,592,0.0064713
spanish,593,0.0064713
spanish,594,0.0063492
spanish,595,0.0063492
spanish,596,0.0063492
spanish,597,0.0063492
spanish,598,0.0063492
spanish,599,0.0063492
spanish,600,0.0063492
spanish,601,0.0063492
spanish,602,0.0063492
spanish,603,0.0063492
spanish,604,0.0063492
spanish,605,0.0063492
spanish,606,0.0063492
spanish,607,0.0063492
spanish,608,0.0062271
spanish,609,0.0062271
spanish,610,0.0062271
spanish,611,0.0062271
spanish,612,0.0062271
spanish,613,0.0062271
spanish,614,0.0062271
spanish,615,0.0062271
spanish,616,0.0062271
spanish,617,0.0062271
spanish,618,0.0062271
spanish,619,0.0062271
spanish,620,0.0062271
spanish,621,0.0062271
spanish,622,0.0062271
spanish,623,0.0062271
spanish,624,0.006105
spanish,625,0.006105
spanish,626,0.006105
spanish,627,0.006105
spanish,628,0.006105
spanish,629,0.006105
spanish,630,0.006105
spanish,631,0.006105
spanish,632,0.006105
spanish,633,0.006105
spanish,634,0.006105
spanish,635,0.006105
spanish,636,0.006105
spanish,637,0.006105
spanish,638,0.006105
spanish,639,0.006105
spanish,640,0.006105
spanish,641,0.006105
spanish,642,0.0059829
spanish,643,0.0059829
spanish,644,0.0059829
spanish,645,0.0059829
spanish,646,0.0059829
spanish,647,0.0059829
spanish,648,0.0059829
spanish,649,0.0059829
spanish,650,0.0059829
spanish,651,0.0059829
spanish,652,0.0059829
spanish,653,0.0059829
spanish,654,0.0059829
spanish,655,0.0059829
spanish,656,0.0058608
spanish,657,0.0058608
spanish,658,0.0058608
spanish,659,0.0058608
spanish,660,0.0058608
spanish,661,0.0058608
spanish,662,0.0058608
spanish,663,0.0058608
spanish,664,0.0058608
spanish,665,0.0058608
spanish,666,0.0058608
spanish,667,0.0058608
spanish,668,0.0058608
spanish,669,0.0058608
spanish,670,0.0058608
spanish,671,0.0058608
spanish,672,0.0058608
spanish,673,0.0058608
spanish,674,0.0058608
spanish,675,0.0058608
spanish,676,0.0058608
spanish,677,0.0058608
spanish,678,0.0058608
spanish,679,0.0058608
spanish,680,0.0057387
spanish,681,0.0057387
spanish,682,0.0057387
spanish,683,0.0057387
spanish,684,0.0057387
spanish,685,0.0057387
spanish,686,0.0057387
spanish,687,0.0057387
spanish,688,0.0057387
spanish,689,0.0057387
spanish,690,0.0057387
spanish,691,0.0057387
spanish,692,0.0057387
spanish,693,0.0057387
spanish,694,0.0057387
spanish,695,0.0057387
spanish,696,0.0057387
spanish,697,0.0057387
spanish,698,0.0057387
spanish,699,0.0057387
spanish,700,0.0057387
spanish,701,0.0057387
spanish,702,0.0057387
spanish,703,0.0057387
spanish,704,0.0057387
spanish,705,0.0057387
spanish,706,0.0057387
spanish,707,0.0057387
spanish,708,0.0057387
spanish,709,0.0056166
spanish,710,0.0056166
spanish,711,0.0056166
spanish,712,0.0056166
spanish,713,0.0056166
spanish,714,0.0056166
spanish,715,0.0056166
spanish,716,0.0056166
spanish,717,0.0056166
spanish,718,0.0056166
spanish,719,0.0056166
spanish,720,0.0056166
spanish,721,0.0056166
spanish,722,0.0056166
spanish,723,0.0056166
spanish,724,0.0056166
spanish,725,0.0056166
spanish,726,0.0056166
spanish,727,0.0056166
spanish,728,0.0056166
spanish,729,0.0054945
spanish,730,0.0054945
spanish,731,0.0054945
spanish,732,0.0054945
spanish,733,0.0054945
spanish,734,0.0054945
spanish,735,0.0054945
spanish,736,0.0054945
spanish,737,0.0054945
spanish,738,0.0054945
spanish,739,0.0054945
spanish,740,0.0054945
spanish,741,0.0054945
spanish,742,0.0054945
spanish,743,0.0054945
spanish,744,0.0054945
spanish,745,0.0054945
spanish,746,0.0054945
spanish,747,0.0054945
spanish,748,0.0053724
spanish,749,0.0053724
spanish,750,0.0053724
spanish,751,0.0053724
spanish,752,0.0053724
spanish,753,0.0053724
spanish,754,0.0053724
spanish,755,0.0053724
spanish,756,0.0053724
spanish,757,0.0053724
spanish,758,0.0053724
spanish,759,0.0053724
spanish,760,0.0053724
spanish,761,0.0053724
spanish,762,0.0053724
spanish,763,0.0053724
spanish,764,0.0053724
spanish,765,0.0053724
spanish,766,0.0053724
spanish,767,0.0053724
spanish,768,0.0053724
spanish,769,0.0053724
spanish,770,0.0053724
spanish,771,0.0053724
spanish,772,0.0053724
spanish,773,0.0053724
spanish,774,0.0053724
spanish,775,0.0052503
spanish,776,0.0052503
spanish,777,0.0052503
spanish,778,0.0052503
spanish,779,0.0052503
spanish,780,0.0052503
spanish,781,0.0052503
spanish,782,0.0052503
spanish,783,0.0052503
spanish,784,0.0052503
spanish,785,0.0052503
spanish,786,0.0052503
spanish,787,0.0052503
spanish,788,0.0052503
spanish,789,0.0052503
spanish,790,0.0052503
spanish,791,0.0052503
spanish,792,0.0052503
spanish,793,0.0052503
spanish,794,0.0052503
spanish,795,0.0052503
spanish,796,0.0052503
spanish,797,0.0051282
spanish,798,0.0051282
spanish,799,0.0051282
spanish,800,0.0051282
spanish,801,0.0051282
spanish,802,0.0051282
spanish,803,0.0051282
spanish,804,0.0051282
spanish,805,0.0051282
spanish,806,0.0051282
spanish,807,0.0051282
spanish,808,0.0051282
spanish,809,0.0051282
spanish,810,0.0051282
spanish,811,0.0051282
spanish,812,0.0051282
spanish,813,0.0051282
spanish,814,0.0050061
spanish,815,0.0050061
spanish,816,0.0050061
spanish,817,0.0050061
spanish,818,0.0050061
spanish,819,0.0050061
spanish,820,0.0050061
spanish,821,0.0050061
spanish,822,0.0050061
spanish,823,0.0050061
spanish,824,0.0050061
spanish,825,0.0050061
spanish,826,0.0050061
spanish,827,0.0050061
spanish,828,0.0050061
spanish,829,0.0050061
spanish,830,0.0050061
spanish,831,0.0050061
spanish,832,0.0050061
spanish,833,0.0050061
spanish,834,0.0050061
spanish,835,0.0050061
spanish,836,0.004884
spanish,837,0.004884
spanish,838,0.004884
spanish,839,0.004884
spanish,840,0.004884
spanish,841,0.004884
spanish,842,0.004884
spanish,843,0.004884
spanish,844,0.004884
spanish,845,0.004884
spanish,846,0.004884
spanish,847,0.004884
spanish,848,0.004884
spanish,849,0.004884
spanish,850,0.004884
spanish,851,0.004884
spanish,852,0.004884
spanish,853,0.004884
spanish,854,0.004884
spanish,855,0.004884
spanish,856,0.0047619
spanish,857,0.0047619
spanish,858,0.0047619
spanish,859,0.0047619
spanish,860,0.0047619
spanish,861,0.0047619
spanish,862,0.0047619
spanish,863,0.0047619
spanish,864,0.0047619
spanish,865,0.0047619
spanish,866,0.0047619
spanish,867,0.0047619
spanish,868,0.0047619
spanish,869,0.0047619
spanish,870,0.0047619
spanish,871,0.0047619
spanish,872,0.0047619
spanish,873,0.0047619
spanish,874,0.0047619
spanish,875,0.0047619
spanish,876,0.0046398
spanish,877,0.0046398
spanish,878,0.0046398
spanish,879,0.0046398
spanish,880,0.0046398
spanish,881,0.0046398
spanish,882,0.0046398
spanish,883,0.0046398
spanish,884,0.0046398
spanish,885,0.0046398
spanish,886,0.0046398
spanish,887,0.0046398
spanish,888,0.0046398
spanish,889,0.0046398
spanish,890,0.0046398
spanish,891,0.0046398
spanish,892,0.0046398
spanish,893,0.0046398
spanish,894,0.0046398
spanish,895,0.0046398
spanish,896,0.0046398
spanish,897,0.0046398
spanish,898,0.0046398
spanish,899,0.0046398
spanish,900,0.0046398
spanish,901,0.0046398
spanish,902,0.0046398
spanish,903,0.0046398
spanish,904,0.0046398
spanish,905,0.0046398
spanish,906,0.0046398
spanish,907,0.0046398
spanish,908,0.0046398
spanish,909,0.0046398
spanish,910,0.0046398
spanish,911,0.0046398
spanish,912,0.0046398
spanish,913,0.0046398
spanish,914,0.0045177
spanish,915,0.0045177
spanish,916,0.0045177
spanish,917,0.0045177
spanish,918,0.0045177
spanish,919,0.0045177
spanish,920,0.0045177
spanish,921,0.0045177
spanish,922,0.0045177
spanish,923,0.0045177
spanish,924,0.0045177
spanish,925,0.0045177
spanish,926,0.0045177
spanish,927,0.0045177
spanish,928,0.0045177
spanish,929,0.0045177
spanish,930,0.0045177
spanish,931,0.0045177
spanish,932,0.0045177
spanish,933,0.0045177
spanish,934,0.0045177
spanish,935,0.0045177
spanish,936,0.0045177
spanish,937,0.0045177
spanish,938,0.0043956
spanish,939,0.0043956
spanish,940,0.0043956
spanish,941,0.0043956
spanish,942,0.0043956
spanish,943,0.0043956
spanish,944,0.0043956
spanish,945,0.0043956
spanish,946,0.0043956
spanish,947,0.0043956
spanish,948,0.0043956
spanish,949,0.0043956
spanish,950,0.0043956
spanish,951,0.0043956
spanish,952,0.0043956
spanish,953,0.0043956
spanish,954,0.0043956
spanish,955,0.0043956
spanish,956,0.0043956
spanish,957,0.0043956
spanish,958,0.0043956
spanish,959,0.0043956
spanish,960,0.0043956
spanish,961,0.0043956
spanish,962,0.0043956
spanish,963,0.0043956
spanish,964,0.0043956
spanish,965,0.0043956
spanish,966,0.0043956
spanish,967,0.0043956
spanish,968,0.0043956
spanish,969,0.0043956
spanish,970,0.0042735
spanish,971,0.0042735
spanish,972,0.0042735
spanish,973,0.0042735
spanish,974,0.0042735
spanish,975,0.0042735
spanish,976,0.0042735
spanish,977,0.0042735
spanish,978,0.0042735
spanish,979,0.0042735
spanish,980,0.0042735
spanish,981,0.0042735
spanish,982,0.0042735
spanish,983,0.0042735
spanish,984,0.0042735
spanish,985,0.0042735
spanish,986,0.0042735
spanish,987,0.0042735
spanish,988,0.0042735
spanish,989,0.0042735
spanish,990,0.0042735
spanish,991,0.0042735
spanish,992,0.0042735
spanish,993,0.0042735
spanish,994,0.0042735
spanish,995,0.0042735
spanish,996,0.0042735
spanish,997,0.0041514
spanish,998,0.0041514
spanish,999,0.0041514
spanish,1000,0.0041514
mexican,1,0.19586
mexican,2,0.17251
mexican,3,0.15719
mexican,4,0.13744
mexican,5,0.11501
mexican,6,0.10513
mexican,7,0.10024
mexican,8,0.096733
mexican,9,0.091287
mexican,10,0.086395
mexican,11,0.084826
mexican,12,0.078734
mexican,13,0.078457
mexican,14,0.073195
mexican,15,0.072734
mexican,16,0.071257
mexican,17,0.056304
mexican,18,0.05612
mexican,19,0.056027
mexican,20,0.055381
mexican,21,0.055197
mexican,22,0.054735
mexican,23,0.054089
mexican,24,0.053166
mexican,25,0.052889
mexican,26,0.051228
mexican,27,0.049382
mexican,28,0.049105
mexican,29,0.048366
mexican,30,0.048366
mexican,31,0.048182
mexican,32,0.046889
mexican,33,0.046797
mexican,34,0.046428
mexican,35,0.046243
mexican,36,0.045413
mexican,37,0.044397
mexican,38,0.043936
mexican,39,0.043474
mexican,40,0.043382
mexican,41,0.042274
mexican,42,0.042274
mexican,43,0.041721
mexican,44,0.041628
mexican,45,0.041444
mexican,46,0.040982
mexican,47,0.040336
mexican,48,0.039874
mexican,49,0.038398
mexican,50,0.036921
mexican,51,0.036736
mexican,52,0.036644
mexican,53,0.035721
mexican,54,0.035352
mexican,55,0.035167
mexican,56,0.035075
mexican,57,0.034152
mexican,58,0.033875
mexican,59,0.033598
mexican,60,0.033413
mexican,61,0.033413
mexican,62,0.033321
mexican,63,0.032767
mexican,64,0.032398
mexican,65,0.032213
mexican,66,0.031752
mexican,67,0.031198
mexican,68,0.030921
mexican,69,0.030829
mexican,70,0.03009
mexican,71,0.029906
mexican,72,0.029906
mexican,73,0.029629
mexican,74,0.029537
mexican,75,0.029444
mexican,76,0.02926
mexican,77,0.02926
mexican,78,0.029075
mexican,79,0.028244
mexican,80,0.028152
mexican,81,0.02806
mexican,82,0.027968
mexican,83,0.027875
mexican,84,0.027321
mexican,85,0.027137
mexican,86,0.026952
mexican,87,0.02686
mexican,88,0.026491
mexican,89,0.026398
mexican,90,0.026306
mexican,91,0.025752
mexican,92,0.025383
mexican,93,0.025291
mexican,94,0.025291
mexican,95,0.025014
mexican,96,0.024829
mexican,97,0.024829
mexican,98,0.024737
mexican,99,0.02446
mexican,100,0.024368
mexican,101,0.024275
mexican,102,0.024275
mexican,103,0.024091
mexican,104,0.023629
mexican,105,0.023629
mexican,106,0.023352
mexican,107,0.023352
mexican,108,0.02326
mexican,109,0.023076
mexican,110,0.022983
mexican,111,0.022983
mexican,112,0.022706
mexican,113,0.022706
mexican,114,0.022706
mexican,115,0.022429
mexican,116,0.02206
mexican,117,0.021968
mexican,118,0.021691
mexican,119,0.021599
mexican,120,0.021599
mexican,121,0.021506
mexican,122,0.021322
mexican,123,0.021137
mexican,124,0.020953
mexican,125,0.02086
mexican,126,0.020768
mexican,127,0.020583
mexican,128,0.020399
mexican,129,0.02003
mexican,130,0.02003
mexican,131,0.02003
mexican,132,0.02003
mexican,133,0.02003
mexican,134,0.019845
mexican,135,0.019753
mexican,136,0.01966
mexican,137,0.01966
mexican,138,0.019199
mexican,139,0.019107
mexican,140,0.019107
mexican,141,0.019014
mexican,142,0.018922
mexican,143,0.018922
mexican,144,0.018737
mexican,145,0.018645
mexican,146,0.018645
mexican,147,0.01846
mexican,148,0.018368
mexican,149,0.018368
mexican,150,0.018276
mexican,151,0.018276
mexican,152,0.018183
mexican,153,0.018091
mexican,154,0.018091
mexican,155,0.017999
mexican,156,0.017907
mexican,157,0.017814
mexican,158,0.017814
mexican,159,0.017814
mexican,160,0.017814
mexican,161,0.017722
mexican,162,0.017722
mexican,163,0.017537
mexican,164,0.017537
mexican,165,0.017445
mexican,166,0.017445
mexican,167,0.017445
mexican,168,0.016984
mexican,169,0.016891
mexican,170,0.016891
mexican,171,0.016799
mexican,172,0.016799
mexican,173,0.016799
mexican,174,0.016707
mexican,175,0.016614
mexican,176,0.016614
mexican,177,0.016614
mexican,178,0.016522
mexican,179,0.016522
mexican,180,0.016522
mexican,181,0.01643
mexican,182,0.01643
mexican,183,0.016337
mexican,184,0.016337
mexican,185,0.016153
mexican,186,0.016061
mexican,187,0.016061
mexican,188,0.016061
mexican,189,0.015876
mexican,190,0.015876
mexican,191,0.015784
mexican,192,0.015784
mexican,193,0.015599
mexican,194,0.015599
mexican,195,0.015599
mexican,196,0.015507
mexican,197,0.015507
mexican,198,0.015414
mexican,199,0.015414
mexican,200,0.015322
mexican,201,0.01523
mexican,202,0.015138
mexican,203,0.015138
mexican,204,0.014953
mexican,205,0.014861
mexican,206,0.014861
mexican,207,0.014768
mexican,208,0.014768
mexican,209,0.014768
mexican,210,0.014676
mexican,211,0.014676
mexican,212,0.014584
mexican,213,0.014491
mexican,214,0.014491
mexican,215,0.014491
